"1";"1";"Полностью не соответствует моим ожиданиям";"1";"1.0000000";;"1"
"2";"1";"8";"1";"0.6000000";;"1"
"3";"1";"6";"1";"0.5000000";;"1"
"4";"1";"4";"1";"0.2000000";;"1"
"5";"1";"Полностью соответствует моим ожиданиям";"1";"0.0500000";"<p>Полностью соответствует моим ожиданиям</p>";"1"
"6";"2";"Верно";"0";"0.0000000";"<p>я здоров</p>";"1"
"7";"2";"Неверно";"0";"1.0000000";"<p>я явно болен</p>";"1"
"12341";"3497";"<p>простой</p>";"1";"0.5000000";;"1"
"12340";"3496";"Неверно";"0";"0.0000000";;"1"
"12339";"3496";"Верно";"0";"1.0000000";"<p>Верно</p>";"1"
"12338";"3495";"Неверно";"0";"0.0000000";"<p>пропорциональность</p>";"1"
"12337";"3495";"Верно";"0";"1.0000000";"<p>контрастность</p>";"1"
"12336";"3494";"Неверно";"0";"1.0000000";;"1"
"12335";"3494";"Верно";"0";"0.0000000";;"1"
"12334";"3493";"Неверно";"0";"1.0000000";;"1"
"12333";"3493";"Верно";"0";"0.0000000";;"1"
"286";"192";"учёт состояния микроклимата, рабочего места и т.д.";"0";"0.0000000";;"0"
"283";"192";"знание и учёт физиологических особенностей своего организма;";"0";"0.0000000";;"0"
"12332";"3492";"Неверно";"0";"1.0000000";;"1"
"12331";"3492";"Верно";"0";"0.0000000";;"1"
"12330";"3491";"Неверно";"0";"1.0000000";;"1"
"12329";"3491";"Верно";"0";"0.0000000";;"1"
"12321";"3487";"Неверно";"0";"1.0000000";"<p>Тебе повезло</p>";"1"
"12320";"3487";"Верно";"0";"0.0000000";"<p>Вы не правы</p>";"1"
"12319";"3486";"Неверно";"0";"0.0000000";;"1"
"12318";"3486";"Верно";"0";"1.0000000";"<p>Ты истинный географ</p>";"1"
"12322";"3488";"Верно";"0";"0.0000000";;"1"
"12323";"3488";"Неверно";"0";"1.0000000";;"1"
"12324";"3489";"Верно";"0";"0.0000000";;"1"
"12325";"3489";"Неверно";"0";"1.0000000";;"1"
"12326";"3490";"<p>Барак Обама</p>";"1";"1.0000000";;"1"
"12317";"3485";"Неверно";"0";"1.0000000";"<p>2</p>";"1"
"12327";"3490";"<p>Джордж Буш мл</p>";"1";"0.5000000";;"1"
"12328";"3490";"<p>Марк Цукерберг</p>";"1";"-1.0000000";;"1"
"12316";"3485";"Верно";"0";"0.0000000";"<p>5</p>";"1"
"12315";"3484";"Неверно";"0";"1.0000000";;"1"
"12314";"3484";"Верно";"0";"0.0000000";;"1"
"12313";"3483";"Неверно";"0";"1.0000000";;"1"
"12312";"3483";"Верно";"0";"0.0000000";;"1"
"284";"192";"смену различных видов деятельности;";"0";"0.0000000";;"0"
"285";"192";"разнообразие используемых методов и приёмов;";"0";"0.0000000";;"0"
