"1";"5";"0";"Работа (карьера), учеба";"<p>Работа (карьера), учеба...</p>";"1";;"1";"1.0000000";"0.1000000";"multichoice";"1";"kupelets.16mb.com+120117224830+LygiwG";"kupelets.16mb.com+120117225127+CDDo7q";"1";"1326840510";"1326840687";"2";"2"
"2";"5";"0";"Здоровье";"<p>Здоровье...</p>";"1";;"1";"1.0000000";"1.0000000";"truefalse";"1";"kupelets.16mb.com+120117231831+q3bt4c";"kupelets.16mb.com+120117231831+oapUs4";"1";"1326842311";"1326842311";"2";"2"
"3";"5";"0";"При изменении ситуации или планов";"<p>При изменении ситуации или планов</p>";"1";;"1";"1.0000000";"0.1000000";"match";"1";"kupelets.16mb.com+120117232210+Upemc2";"kupelets.16mb.com+120117232210+8y0iZ3";"1";"1326842530";"1326842530";"2";"2"
"231";"10";"0";"23.В чем заключается, на ваш взгляд, профессиональная миссия вашего научного руководителя?";"<p>23.В чем заключается, на ваш взгляд, профессиональная миссия вашего научного руководителя?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+F6fGcs";"127.0.0.1+120126200040+WUgek3";"0";"1327608040";"1327608040";"2";"2"
"232";"10";"0";"24.Какие способы вы можете предложить в распространении авторской системы деятельности вашего научного ...";"<p>24.Какие способы вы можете предложить в распространении авторской системы деятельности вашего научного руководителя? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+E0nd4S";"127.0.0.1+120126200040+ti3IwV";"0";"1327608040";"1327608040";"2";"2"
"233";"10";"0";"25.Что дал вам анализ авторской системы деятельности вашего научного руководителя?";"<p>25.Что дал вам анализ авторской системы деятельности вашего научного руководителя?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+7CqsPh";"127.0.0.1+120126200040+BPF1jn";"0";"1327608040";"1327608040";"2";"2"
"230";"10";"0";"22.Какими диагностическими методами саморазвития и самосохранения в профессиональной деятельности ...";"<p>22.Какими диагностическими методами саморазвития и самосохранения в профессиональной деятельности владеет ваш научный руководитель?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+xMbn7z";"127.0.0.1+120126200040+b561MA";"0";"1327608040";"1327608040";"2";"2"
"209";"10";"0";"﻿ [html]01.Опишите сферу научных интересов вашего научного руководителя (решаемые научные проблемы) ";"﻿ [html]<p>01.Опишите сферу научных интересов вашего научного руководителя (решаемые научные проблемы) </p>";"0";;"0";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+MvG8qM";"127.0.0.1+120126200040+0nzuSi";"0";"1327608040";"1327608040";"2";"2"
"210";"10";"0";"02.Кто является основоположником данной научной школы. Назовите научных учителей вашего научного ...";"<p>02.Кто является основоположником данной научной школы. Назовите научных учителей вашего научного руководителя, их достижения.</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+FoDnSE";"127.0.0.1+120126200040+dfqE9b";"0";"1327608040";"1327608040";"2";"2"
"211";"10";"0";"03.Какие научные идеи являются системообразующими, т.е. основными в научной деятельности?";"<p>03.Какие научные идеи являются системообразующими, т.е. основными в научной деятельности?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+YFWgNJ";"127.0.0.1+120126200040+VZgQvc";"0";"1327608040";"1327608040";"2";"2"
"212";"10";"0";"04.Какие научные отрасли знания помогают вашему научному руководителю реализовать свой научный потенциал? ";"<p>04.Какие научные отрасли знания помогают вашему научному руководителю реализовать свой научный потенциал? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+LkbF6F";"127.0.0.1+120126200040+tTzUM5";"0";"1327608040";"1327608040";"2";"2"
"213";"10";"0";"05.В чем сущность авторской системы деятельности, которую использует преподаватель в своей ...";"<p>05.В чем сущность авторской системы деятельности, которую использует преподаватель в своей профессиональной деятельности (применение каких форм, методов, приемов в научных консультациях, в проведении занятий и др.)? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+w496VY";"127.0.0.1+120126200040+ABfUSo";"0";"1327608040";"1327608040";"2";"2"
"214";"10";"0";"06.Какие индивидуальные особенности (личностные и профессионально важные качества) научного руководителя ...";"<p>06.Какие индивидуальные особенности (личностные и профессионально важные качества) научного руководителя помогают реализовать творческий потенциал в профессиональной деятельности (адекватность, компетентность, работоспособность, целеустремленность, толерантность, креативность, мобильность, самоорганизация)?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+UyDDgV";"127.0.0.1+120126200040+1pEjXb";"0";"1327608040";"1327608040";"2";"2"
"215";"10";"0";"07.Какие качества, на ваш взгляд, являются привлекательными (толерантность к идеям, научным направлениям, ...";"<p>07.Какие качества, на ваш взгляд, являются привлекательными (толерантность к идеям, научным направлениям, коммуникабельность, мобильность, личная ответственность за результат и др.) у вашего научного руководителя?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+ISQYta";"127.0.0.1+120126200040+oNdRch";"0";"1327608040";"1327608040";"2";"2"
"216";"10";"0";"08.Какие качества вашего научного руководителя проявляются часто в профессиональной деятельности ...";"<p>08.Какие качества вашего научного руководителя проявляются часто в профессиональной деятельности (рассудительность, хладнокровность, общительность, осторожность, стрессоустойчивость…)?  </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+pV7AsX";"127.0.0.1+120126200040+NPO2E9";"0";"1327608040";"1327608040";"2";"2"
"217";"10";"0";"09.Чем, на ваш взгляд, это объясняется?";"<p>09.Чем, на ваш взгляд, это объясняется?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+WO9gKm";"127.0.0.1+120126200040+4HENQq";"0";"1327608040";"1327608040";"2";"2"
"218";"10";"0";"10.Какие качества вашего научного руководителя проявляются редко в профессиональной деятельности ...";"<p>10.Какие качества вашего научного руководителя проявляются редко в профессиональной деятельности (неуверенность, тревожность, агрессивность)? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+Yw8neg";"127.0.0.1+120126200040+O2QUtI";"0";"1327608040";"1327608040";"2";"2"
"219";"10";"0";"11.Чем, на ваш взгляд, это объясняется? ";"<p>11.Чем, на ваш взгляд, это объясняется? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+y7JKug";"127.0.0.1+120126200040+z20kdU";"0";"1327608040";"1327608040";"2";"2"
"220";"10";"0";"12.Какие способы использует ваш научный руководитель для психологического и физического восстановления? ...";"<p>12.Какие способы использует ваш научный руководитель для психологического и физического восстановления? мобилизации своих возможностей в профессиональной деятельности? самосохранения?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+5JqIzO";"127.0.0.1+120126200040+VIU6Mh";"0";"1327608040";"1327608040";"2";"2"
"221";"10";"0";"13.В чем по–вашему, заключается самореализация вашего научного руководителя в профессиональной  ...";"<p>13.В чем по–вашему, заключается самореализация вашего научного руководителя в профессиональной  деятельности?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+Mw3337";"127.0.0.1+120126200040+dyrGU3";"0";"1327608040";"1327608040";"2";"2"
"222";"10";"0";"14.В какой еще, на ваш взгляд, профессиональной деятельности он может воспользоваться личностным и ...";"<p>14.В какой еще, на ваш взгляд, профессиональной деятельности он может воспользоваться личностным и профессиональным потенциалом?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+2tWX3b";"127.0.0.1+120126200040+zvSlC2";"0";"1327608040";"1327608040";"2";"2"
"223";"10";"0";"15.Какими смежными профессиями владеет ваш научный руководитель?";"<p>15.Какими смежными профессиями владеет ваш научный руководитель?</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+iLzhBn";"127.0.0.1+120126200040+0dbyNV";"0";"1327608040";"1327608040";"2";"2"
"224";"10";"0";"16.На освоение, какого числа профессий ориентирует научный руководитель обучающихся? ";"<p>16.На освоение, какого числа профессий ориентирует научный руководитель обучающихся? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+AT0waY";"127.0.0.1+120126200040+mKT3Mr";"0";"1327608040";"1327608040";"2";"2"
"225";"10";"0";"17.Какие качества формирует научный руководитель у обучающихся? ";"<p>17.Какие качества формирует научный руководитель у обучающихся? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+KXwJBm";"127.0.0.1+120126200040+ULBAFk";"0";"1327608040";"1327608040";"2";"2"
"226";"10";"0";"18.Как реализует себя в других профессиональных деятельностях? Как сочетает научный руководитель данные ...";"<p>18.Как реализует себя в других профессиональных деятельностях? Как сочетает научный руководитель данные профессиональные деятельности (одна деятельность мешает в реализации другой, существуют параллельно, взаимодополняют друг друга)? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+2gdxfY";"127.0.0.1+120126200040+nLU24C";"0";"1327608040";"1327608040";"2";"2"
"227";"10";"0";"19.Опишите достижения вашего научного руководителя в профессиональной деятельности (премии, гранты, ...";"<p>19.Опишите достижения вашего научного руководителя в профессиональной деятельности (премии, гранты, монографии,  участие в конкурсах, цитируемость на сайтах, достижения учеников (Ф.И.О. сферы их реализации). В чем заключается его индивидуальный почерк.</p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+ZxaGP9";"127.0.0.1+120126200040+YHvxTC";"0";"1327608040";"1327608040";"2";"2"
"228";"10";"0";"20.Какие методы, средства, приемы  использует научный руководитель для своего профессионального роста? ";"<p>20.Какие методы, средства, приемы  использует научный руководитель для своего профессионального роста? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+1KLbYl";"127.0.0.1+120126200040+5X4FQD";"0";"1327608040";"1327608040";"2";"2"
"229";"10";"0";"21.Какие методы, средства, приемы  самосохранения (рациональное распределение своих сил на длительный ...";"<p>21.Какие методы, средства, приемы  самосохранения (рациональное распределение своих сил на длительный промежуток времени) в профессиональной деятельности он использует? </p>";"1";;"1";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120126200040+1rvgvQ";"127.0.0.1+120126200040+ExWt86";"0";"1327608040";"1327608040";"2";"2"
"81";"10";"0";"﻿ 01.Опишите сферу научных интересов вашего научного руководителя (решаемые научные проблемы)";"﻿ 01.Опишите сферу научных интересов вашего научного руководителя (решаемые научные проблемы)";"0";;"0";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120125202849+YsApaa";"127.0.0.1+120125202849+Zm8FNp";"1";"1327523329";"1327523329";"2";"2"
"79";"11";"0";"3.Какие научные идеи являются системообразующими, т.е. основными в научной деятельности?";"3.Какие научные идеи являются системообразующими, т.е. основными в научной деятельности?";"0";;"0";"1.0000000";"0.1000000";"essay";"1";"127.0.0.1+120125201459+4uutKD";"127.0.0.1+120125201459+yQPg98";"0";"1327522499";"1327522499";"2";"2"
